id,subSite,siteCode,siteName,typeSite,numberOfPeople,penaltyRate,workDate,workingPeople,,
1487,67LML0014,67LML0014,บุญรอดบริวฯ - งานสวน,ชดแรงภายในวัน,10,500,20/2/2025,10,,
1488,67LML0014,67LML0014,บุญรอดบริวฯ - งานสวน,ชดแรงภายในวัน,10,500,21/2/2025,10,,
1489,67LML0014,67LML0014,บุญรอดบริวฯ - งานสวน,ชดแรงภายในวัน,10,500,22/2/2025,10,,
1490,67LML0014,67LML0014,บุญรอดบริวฯ - งานสวน,ชดแรงภายในวัน,10,500,23/2/2025,0,,
1491,67LML0014,67LML0014,บุญรอดบริวฯ - งานสวน,ชดแรงภายในวัน,10,500,24/2/2025,10,,
1492,67LML0014,67LML0014,บุญรอดบริวฯ - งานสวน,ชดแรงภายในวัน,10,500,25/2/2025,10,,
1493,67LML0014,67LML0014,บุญรอดบริวฯ - งานสวน,ชดแรงภายในวัน,10,500,26/2/2025,10,,
1494,67LML0014,67LML0014,บุญรอดบริวฯ - งานสวน,ชดแรงภายในวัน,10,500,27/2/2025,10,,
1495,67LML0014,67LML0014,บุญรอดบริวฯ - งานสวน,ชดแรงภายในวัน,10,500,28/2/2025,10,,
1496,66LML0004,66LML0004,RATCH (อา.นขฤ.ส่ง 2 คน),ชดแรงภายในวัน,5,500,2/1/2025,5,,
1497,66LML0004,66LML0004,RATCH (อา.นขฤ.ส่ง 2 คน),ชดแรงภายในวัน,5,500,2/2/2025,2,,
1498,66LML0004,66LML0004,RATCH (อา.นขฤ.ส่ง 2 คน),ชดแรงภายในวัน,5,500,2/3/2025,5,,
1499,66LML0004,66LML0004,RATCH (อา.นขฤ.ส่ง 2 คน),ชดแรงภายในวัน,5,500,2/4/2025,5,,
1500,66LML0004,66LML0004,RATCH (อา.นขฤ.ส่ง 2 คน),ชดแรงภายในวัน,5,500,2/5/2025,5,,
1501,66LML0004,66LML0004,RATCH (อา.นขฤ.ส่ง 2 คน),ชดแรงภายในวัน,5,500,2/6/2025,5,,
1502,66LML0004,66LML0004,RATCH (อา.นขฤ.ส่ง 2 คน),ชดแรงภายในวัน,5,500,2/7/2025,5,,
1503,66LML0004,66LML0004,RATCH (อา.นขฤ.ส่ง 2 คน),ชดแรงภายในวัน,5,500,2/8/2025,5,,
1504,66LML0004,66LML0004,RATCH (อา.นขฤ.ส่ง 2 คน),ชดแรงภายในวัน,5,500,2/9/2025,2,,
1505,66LML0004,66LML0004,RATCH (อา.นขฤ.ส่ง 2 คน),ชดแรงภายในวัน,5,500,2/10/2025,5,,
1506,66LML0004,66LML0004,RATCH (อา.นขฤ.ส่ง 2 คน),ชดแรงภายในวัน,5,500,2/11/2025,5,,
1507,66LML0004,66LML0004,RATCH (อา.นขฤ.ส่ง 2 คน),ชดแรงภายในวัน,5,500,2/12/2025,5,,
1508,66LML0004,66LML0004,RATCH (อา.นขฤ.ส่ง 2 คน),ชดแรงภายในวัน,5,500,13/2/2025,5,,
1509,66LML0004,66LML0004,RATCH (อา.นขฤ.ส่ง 2 คน),ชดแรงภายในวัน,5,500,14/2/2025,5,,
1510,66LML0004,66LML0004,RATCH (อา.นขฤ.ส่ง 2 คน),ชดแรงภายในวัน,5,500,15/2/2025,5,,
1511,66LML0004,66LML0004,RATCH (อา.นขฤ.ส่ง 2 คน),ชดแรงภายในวัน,5,500,16/2/2025,2,,
1512,66LML0004,66LML0004,RATCH (อา.นขฤ.ส่ง 2 คน),ชดแรงภายในวัน,5,500,17/2/2025,5,,
1513,66LML0004,66LML0004,RATCH (อา.นขฤ.ส่ง 2 คน),ชดแรงภายในวัน,5,500,18/2/2025,5,,
1514,66LML0004,66LML0004,RATCH (อา.นขฤ.ส่ง 2 คน),ชดแรงภายในวัน,5,500,19/2/2025,5,,
1515,66LML0004,66LML0004,RATCH (อา.นขฤ.ส่ง 2 คน),ชดแรงภายในวัน,5,500,20/2/2025,5,,
1516,66LML0004,66LML0004,RATCH (อา.นขฤ.ส่ง 2 คน),ชดแรงภายในวัน,5,500,21/2/2025,5,,
1517,66LML0004,66LML0004,RATCH (อา.นขฤ.ส่ง 2 คน),ชดแรงภายในวัน,5,500,22/2/2025,5,,
1518,66LML0004,66LML0004,RATCH (อา.นขฤ.ส่ง 2 คน),ชดแรงภายในวัน,5,500,23/2/2025,2,,
1519,66LML0004,66LML0004,RATCH (อา.นขฤ.ส่ง 2 คน),ชดแรงภายในวัน,5,500,24/2/2025,5,,
1520,66LML0004,66LML0004,RATCH (อา.นขฤ.ส่ง 2 คน),ชดแรงภายในวัน,5,500,25/2/2025,5,,
1521,66LML0004,66LML0004,RATCH (อา.นขฤ.ส่ง 2 คน),ชดแรงภายในวัน,5,500,26/2/2025,5,,
1522,66LML0004,66LML0004,RATCH (อา.นขฤ.ส่ง 2 คน),ชดแรงภายในวัน,5,500,27/2/2025,5,,
1523,66LML0004,66LML0004,RATCH (อา.นขฤ.ส่ง 2 คน),ชดแรงภายในวัน,5,500,28/2/2025,5,,
1524,66LML0025,66LML0025,ENCO - ป่าวังจันทร์,ชดแรงภายในวัน,14,1000,2/1/2025,14,,
1525,66LML0025,66LML0025,ENCO - ป่าวังจันทร์,ชดแรงภายในวัน,14,1000,2/2/2025,14,,
1526,66LML0025,66LML0025,ENCO - ป่าวังจันทร์,ชดแรงภายในวัน,14,1000,2/3/2025,0,,
1527,66LML0025,66LML0025,ENCO - ป่าวังจันทร์,ชดแรงภายในวัน,14,1000,2/4/2025,14,,
1528,66LML0025,66LML0025,ENCO - ป่าวังจันทร์,ชดแรงภายในวัน,14,1000,2/5/2025,14,,
1529,66LML0025,66LML0025,ENCO - ป่าวังจันทร์,ชดแรงภายในวัน,14,1000,2/6/2025,14,,
1530,66LML0025,66LML0025,ENCO - ป่าวังจันทร์,ชดแรงภายในวัน,14,1000,2/7/2025,14,,
1531,66LML0025,66LML0025,ENCO - ป่าวังจันทร์,ชดแรงภายในวัน,14,1000,2/8/2025,14,,
1532,66LML0025,66LML0025,ENCO - ป่าวังจันทร์,ชดแรงภายในวัน,14,1000,2/9/2025,14,,
1533,66LML0025,66LML0025,ENCO - ป่าวังจันทร์,ชดแรงภายในวัน,14,1000,2/10/2025,0,,
1534,66LML0025,66LML0025,ENCO - ป่าวังจันทร์,ชดแรงภายในวัน,14,1000,2/11/2025,14,,
1535,66LML0025,66LML0025,ENCO - ป่าวังจันทร์,ชดแรงภายในวัน,14,1000,2/12/2025,14,,
1536,66LML0025,66LML0025,ENCO - ป่าวังจันทร์,ชดแรงภายในวัน,14,1000,13/2/2025,14,,
1537,66LML0025,66LML0025,ENCO - ป่าวังจันทร์,ชดแรงภายในวัน,14,1000,14/2/2025,14,,
1538,66LML0025,66LML0025,ENCO - ป่าวังจันทร์,ชดแรงภายในวัน,14,1000,15/2/2025,14,,
1539,66LML0025,66LML0025,ENCO - ป่าวังจันทร์,ชดแรงภายในวัน,14,1000,16/2/2025,14,,
1540,66LML0025,66LML0025,ENCO - ป่าวังจันทร์,ชดแรงภายในวัน,14,1000,17/2/2025,0,,
1541,66LML0025,66LML0025,ENCO - ป่าวังจันทร์,ชดแรงภายในวัน,14,1000,18/2/2025,14,,
1542,66LML0025,66LML0025,ENCO - ป่าวังจันทร์,ชดแรงภายในวัน,14,1000,19/2/2025,14,,
1543,66LML0025,66LML0025,ENCO - ป่าวังจันทร์,ชดแรงภายในวัน,14,1000,20/2/2025,14,,
1544,66LML0025,66LML0025,ENCO - ป่าวังจันทร์,ชดแรงภายในวัน,14,1000,21/2/2025,14,,
1545,66LML0025,66LML0025,ENCO - ป่าวังจันทร์,ชดแรงภายในวัน,14,1000,22/2/2025,14,,
1546,66LML0025,66LML0025,ENCO - ป่าวังจันทร์,ชดแรงภายในวัน,14,1000,23/2/2025,14,,
1547,66LML0025,66LML0025,ENCO - ป่าวังจันทร์,ชดแรงภายในวัน,14,1000,24/2/2025,0,,
1548,66LML0025,66LML0025,ENCO - ป่าวังจันทร์,ชดแรงภายในวัน,14,1000,25/2/2025,14,,
1549,66LML0025,66LML0025,ENCO - ป่าวังจันทร์,ชดแรงภายในวัน,14,1000,26/2/2025,14,,
1550,66LML0025,66LML0025,ENCO - ป่าวังจันทร์,ชดแรงภายในวัน,14,1000,27/2/2025,14,,
1551,66LML0025,66LML0025,ENCO - ป่าวังจันทร์,ชดแรงภายในวัน,14,1000,28/2/2025,14,,
1552,66LML0033,66LML0033,รพ.รามา,ชดแรงภายในวัน,65,1500,2/1/2025,65,,
1553,66LML0033,66LML0033,รพ.รามา,ชดแรงภายในวัน,65,1500,2/2/2025,65,,
1554,66LML0033,66LML0033,รพ.รามา,ชดแรงภายในวัน,65,1500,2/3/2025,65,,
1555,66LML0033,66LML0033,รพ.รามา,ชดแรงภายในวัน,65,1500,2/4/2025,65,,
1556,66LML0033,66LML0033,รพ.รามา,ชดแรงภายในวัน,65,1500,2/5/2025,65,,
1557,66LML0033,66LML0033,รพ.รามา,ชดแรงภายในวัน,65,1500,2/6/2025,65,,
1558,66LML0033,66LML0033,รพ.รามา,ชดแรงภายในวัน,65,1500,2/7/2025,65,,
1559,66LML0033,66LML0033,รพ.รามา,ชดแรงภายในวัน,65,1500,2/8/2025,65,,
1560,66LML0033,66LML0033,รพ.รามา,ชดแรงภายในวัน,65,1500,2/9/2025,65,,
1561,66LML0033,66LML0033,รพ.รามา,ชดแรงภายในวัน,65,1500,2/10/2025,65,,
1562,66LML0033,66LML0033,รพ.รามา,ชดแรงภายในวัน,65,1500,2/11/2025,65,,
1563,66LML0033,66LML0033,รพ.รามา,ชดแรงภายในวัน,65,1500,2/12/2025,65,,
1564,66LML0033,66LML0033,รพ.รามา,ชดแรงภายในวัน,65,1500,13/2/2025,65,,
1565,66LML0033,66LML0033,รพ.รามา,ชดแรงภายในวัน,65,1500,14/2/2025,65,,
1566,66LML0033,66LML0033,รพ.รามา,ชดแรงภายในวัน,65,1500,15/2/2025,65,,
1567,66LML0033,66LML0033,รพ.รามา,ชดแรงภายในวัน,65,1500,16/2/2025,65,,
1568,66LML0033,66LML0033,รพ.รามา,ชดแรงภายในวัน,65,1500,17/2/2025,65,,
1569,66LML0033,66LML0033,รพ.รามา,ชดแรงภายในวัน,65,1500,18/2/2025,65,,
1570,66LML0033,66LML0033,รพ.รามา,ชดแรงภายในวัน,65,1500,19/2/2025,65,,
1571,66LML0033,66LML0033,รพ.รามา,ชดแรงภายในวัน,65,1500,20/2/2025,65,,
1572,66LML0033,66LML0033,รพ.รามา,ชดแรงภายในวัน,65,1500,21/2/2025,65,,
1573,66LML0033,66LML0033,รพ.รามา,ชดแรงภายในวัน,65,1500,22/2/2025,65,,
1574,66LML0033,66LML0033,รพ.รามา,ชดแรงภายในวัน,65,1500,23/2/2025,65,,
1575,66LML0033,66LML0033,รพ.รามา,ชดแรงภายในวัน,65,1500,24/2/2025,65,,
1576,66LML0033,66LML0033,รพ.รามา,ชดแรงภายในวัน,65,1500,25/2/2025,65,,
1577,66LML0033,66LML0033,รพ.รามา,ชดแรงภายในวัน,65,1500,26/2/2025,65,,
1578,66LML0033,66LML0033,รพ.รามา,ชดแรงภายในวัน,65,1500,27/2/2025,65,,
1579,66LML0033,66LML0033,รพ.รามา,ชดแรงภายในวัน,65,1500,28/2/2025,65,,
1580,67LML0020_1,67LML0020,กทท.- สายกวาด,ชดแรงภายในวัน,73,600,2/1/2025,0,,
1581,67LML0020_1,67LML0020,กทท.- สายกวาด,ชดแรงภายในวัน,73,600,2/2/2025,73,,
1582,67LML0020_1,67LML0020,กทท.- สายกวาด,ชดแรงภายในวัน,73,600,2/3/2025,73,,
1583,67LML0020_1,67LML0020,กทท.- สายกวาด,ชดแรงภายในวัน,73,600,2/4/2025,73,,
1584,67LML0020_1,67LML0020,กทท.- สายกวาด,ชดแรงภายในวัน,73,600,2/5/2025,73,,
1585,67LML0020_1,67LML0020,กทท.- สายกวาด,ชดแรงภายในวัน,73,600,2/6/2025,73,,
1586,67LML0020_1,67LML0020,กทท.- สายกวาด,ชดแรงภายในวัน,73,600,2/7/2025,73,,
1587,67LML0020_1,67LML0020,กทท.- สายกวาด,ชดแรงภายในวัน,73,600,2/8/2025,0,,
1588,67LML0020_1,67LML0020,กทท.- สายกวาด,ชดแรงภายในวัน,73,600,2/9/2025,73,,
1589,67LML0020_1,67LML0020,กทท.- สายกวาด,ชดแรงภายในวัน,73,600,2/10/2025,73,,
1590,67LML0020_1,67LML0020,กทท.- สายกวาด,ชดแรงภายในวัน,73,600,2/11/2025,73,,
1591,67LML0020_1,67LML0020,กทท.- สายกวาด,ชดแรงภายในวัน,73,600,2/12/2025,0,,
1592,67LML0020_1,67LML0020,กทท.- สายกวาด,ชดแรงภายในวัน,73,600,13/2/2025,73,,
1593,67LML0020_1,67LML0020,กทท.- สายกวาด,ชดแรงภายในวัน,73,600,14/2/2025,73,,
1594,67LML0020_1,67LML0020,กทท.- สายกวาด,ชดแรงภายในวัน,73,600,15/2/2025,0,,
1595,67LML0020_1,67LML0020,กทท.- สายกวาด,ชดแรงภายในวัน,73,600,16/2/2025,73,,
1596,67LML0020_1,67LML0020,กทท.- สายกวาด,ชดแรงภายในวัน,73,600,17/2/2025,73,,
1597,67LML0020_1,67LML0020,กทท.- สายกวาด,ชดแรงภายในวัน,73,600,18/2/2025,73,,
1598,67LML0020_1,67LML0020,กทท.- สายกวาด,ชดแรงภายในวัน,73,600,19/2/2025,73,,
1599,67LML0020_1,67LML0020,กทท.- สายกวาด,ชดแรงภายในวัน,73,600,20/2/2025,73,,
1600,67LML0020_1,67LML0020,กทท.- สายกวาด,ชดแรงภายในวัน,73,600,21/2/2025,73,,
1601,67LML0020_1,67LML0020,กทท.- สายกวาด,ชดแรงภายในวัน,73,600,22/2/2025,0,,
1602,67LML0020_1,67LML0020,กทท.- สายกวาด,ชดแรงภายในวัน,73,600,23/2/2025,73,,
1603,67LML0020_1,67LML0020,กทท.- สายกวาด,ชดแรงภายในวัน,73,600,24/2/2025,73,,
1604,67LML0020_1,67LML0020,กทท.- สายกวาด,ชดแรงภายในวัน,73,600,25/2/2025,73,,
1605,67LML0020_1,67LML0020,กทท.- สายกวาด,ชดแรงภายในวัน,73,600,26/2/2025,73,,
1606,67LML0020_1,67LML0020,กทท.- สายกวาด,ชดแรงภายในวัน,73,600,27/2/2025,73,,
1607,67LML0020_1,67LML0020,กทท.- สายกวาด,ชดแรงภายในวัน,73,600,28/2/2025,73,,
1608,67LML0020_2,67LML0020,กทท.- สายสวน,ชดแรงภายในวัน,43,600,2/1/2025,0,,
1609,67LML0020_2,67LML0020,กทท.- สายสวน,ชดแรงภายในวัน,43,600,2/2/2025,43,,
1610,67LML0020_2,67LML0020,กทท.- สายสวน,ชดแรงภายในวัน,43,600,2/3/2025,43,,
1611,67LML0020_2,67LML0020,กทท.- สายสวน,ชดแรงภายในวัน,43,600,2/4/2025,43,,
1612,67LML0020_2,67LML0020,กทท.- สายสวน,ชดแรงภายในวัน,43,600,2/5/2025,43,,
1613,67LML0020_2,67LML0020,กทท.- สายสวน,ชดแรงภายในวัน,43,600,2/6/2025,43,,
1614,67LML0020_2,67LML0020,กทท.- สายสวน,ชดแรงภายในวัน,43,600,2/7/2025,43,,
1615,67LML0020_2,67LML0020,กทท.- สายสวน,ชดแรงภายในวัน,43,600,2/8/2025,0,,
1616,67LML0020_2,67LML0020,กทท.- สายสวน,ชดแรงภายในวัน,43,600,2/9/2025,43,,
1617,67LML0020_2,67LML0020,กทท.- สายสวน,ชดแรงภายในวัน,43,600,2/10/2025,43,,
1618,67LML0020_2,67LML0020,กทท.- สายสวน,ชดแรงภายในวัน,43,600,2/11/2025,43,,
1619,67LML0020_2,67LML0020,กทท.- สายสวน,ชดแรงภายในวัน,43,600,2/12/2025,0,,
1620,67LML0020_2,67LML0020,กทท.- สายสวน,ชดแรงภายในวัน,43,600,13/2/2025,43,,
1621,67LML0020_2,67LML0020,กทท.- สายสวน,ชดแรงภายในวัน,43,600,14/2/2025,43,,
1622,67LML0020_2,67LML0020,กทท.- สายสวน,ชดแรงภายในวัน,43,600,15/2/2025,0,,
1623,67LML0020_2,67LML0020,กทท.- สายสวน,ชดแรงภายในวัน,43,600,16/2/2025,43,,
1624,67LML0020_2,67LML0020,กทท.- สายสวน,ชดแรงภายในวัน,43,600,17/2/2025,43,,
1625,67LML0020_2,67LML0020,กทท.- สายสวน,ชดแรงภายในวัน,43,600,18/2/2025,43,,
1626,67LML0020_2,67LML0020,กทท.- สายสวน,ชดแรงภายในวัน,43,600,19/2/2025,43,,
1627,67LML0020_2,67LML0020,กทท.- สายสวน,ชดแรงภายในวัน,43,600,20/2/2025,43,,
1628,67LML0020_2,67LML0020,กทท.- สายสวน,ชดแรงภายในวัน,43,600,21/2/2025,43,,
1629,67LML0020_2,67LML0020,กทท.- สายสวน,ชดแรงภายในวัน,43,600,22/2/2025,0,,
1630,67LML0020_2,67LML0020,กทท.- สายสวน,ชดแรงภายในวัน,43,600,23/2/2025,43,,
1631,67LML0020_2,67LML0020,กทท.- สายสวน,ชดแรงภายในวัน,43,600,24/2/2025,43,,
1632,67LML0020_2,67LML0020,กทท.- สายสวน,ชดแรงภายในวัน,43,600,25/2/2025,43,,
1633,67LML0020_2,67LML0020,กทท.- สายสวน,ชดแรงภายในวัน,43,600,26/2/2025,43,,
1634,67LML0020_2,67LML0020,กทท.- สายสวน,ชดแรงภายในวัน,43,600,27/2/2025,43,,
1635,67LML0020_2,67LML0020,กทท.- สายสวน,ชดแรงภายในวัน,43,600,28/2/2025,43,,
1636,67LML0005,67LML0005,ENCO - ORA,ชดแรงภายในวัน,7,1000,2/1/2025,7,,
1637,67LML0005,67LML0005,ENCO - ORA,ชดแรงภายในวัน,7,1000,2/2/2025,0,,
1638,67LML0005,67LML0005,ENCO - ORA,ชดแรงภายในวัน,7,1000,2/3/2025,7,,
1639,67LML0005,67LML0005,ENCO - ORA,ชดแรงภายในวัน,7,1000,2/4/2025,7,,
1640,67LML0005,67LML0005,ENCO - ORA,ชดแรงภายในวัน,7,1000,2/5/2025,7,,
1641,67LML0005,67LML0005,ENCO - ORA,ชดแรงภายในวัน,7,1000,2/6/2025,7,,
1642,67LML0005,67LML0005,ENCO - ORA,ชดแรงภายในวัน,7,1000,2/7/2025,7,,
1643,67LML0005,67LML0005,ENCO - ORA,ชดแรงภายในวัน,7,1000,2/8/2025,7,,
1644,67LML0005,67LML0005,ENCO - ORA,ชดแรงภายในวัน,7,1000,2/9/2025,0,,
1645,67LML0005,67LML0005,ENCO - ORA,ชดแรงภายในวัน,7,1000,2/10/2025,7,,
1646,67LML0005,67LML0005,ENCO - ORA,ชดแรงภายในวัน,7,1000,2/11/2025,7,,
1647,67LML0005,67LML0005,ENCO - ORA,ชดแรงภายในวัน,7,1000,2/12/2025,7,,
1648,67LML0005,67LML0005,ENCO - ORA,ชดแรงภายในวัน,7,1000,13/2/2025,7,,
1649,67LML0005,67LML0005,ENCO - ORA,ชดแรงภายในวัน,7,1000,14/2/2025,7,,
1650,67LML0005,67LML0005,ENCO - ORA,ชดแรงภายในวัน,7,1000,15/2/2025,7,,
1651,67LML0005,67LML0005,ENCO - ORA,ชดแรงภายในวัน,7,1000,16/2/2025,0,,
1652,67LML0005,67LML0005,ENCO - ORA,ชดแรงภายในวัน,7,1000,17/2/2025,7,,
1653,67LML0005,67LML0005,ENCO - ORA,ชดแรงภายในวัน,7,1000,18/2/2025,7,,
1654,67LML0005,67LML0005,ENCO - ORA,ชดแรงภายในวัน,7,1000,19/2/2025,7,,
1655,67LML0005,67LML0005,ENCO - ORA,ชดแรงภายในวัน,7,1000,20/2/2025,7,,
1656,67LML0005,67LML0005,ENCO - ORA,ชดแรงภายในวัน,7,1000,21/2/2025,7,,
1657,67LML0005,67LML0005,ENCO - ORA,ชดแรงภายในวัน,7,1000,22/2/2025,7,,
1658,67LML0005,67LML0005,ENCO - ORA,ชดแรงภายในวัน,7,1000,23/2/2025,0,,
1659,67LML0005,67LML0005,ENCO - ORA,ชดแรงภายในวัน,7,1000,24/2/2025,7,,
1660,67LML0005,67LML0005,ENCO - ORA,ชดแรงภายในวัน,7,1000,25/2/2025,7,,
1661,67LML0005,67LML0005,ENCO - ORA,ชดแรงภายในวัน,7,1000,26/2/2025,7,,
1662,67LML0005,67LML0005,ENCO - ORA,ชดแรงภายในวัน,7,1000,27/2/2025,7,,
1663,67LML0005,67LML0005,ENCO - ORA,ชดแรงภายในวัน,7,1000,28/2/2025,7,,
1664,68LML0006,68LML0006,ENCO - ปตท.สนญ,ชดแรงภายในวัน,10,1000,2/1/2025,9,,
1665,68LML0006,68LML0006,ENCO - ปตท.สนญ,ชดแรงภายในวัน,10,1000,2/2/2025,9,,
1666,68LML0006,68LML0006,ENCO - ปตท.สนญ,ชดแรงภายในวัน,10,1000,2/3/2025,9,,
1667,68LML0006,68LML0006,ENCO - ปตท.สนญ,ชดแรงภายในวัน,10,1000,2/4/2025,9,,
1668,68LML0006,68LML0006,ENCO - ปตท.สนญ,ชดแรงภายในวัน,10,1000,2/5/2025,9,,
1669,68LML0006,68LML0006,ENCO - ปตท.สนญ,ชดแรงภายในวัน,10,1000,2/6/2025,9,,
1670,68LML0006,68LML0006,ENCO - ปตท.สนญ,ชดแรงภายในวัน,10,1000,2/7/2025,9,,
1671,68LML0006,68LML0006,ENCO - ปตท.สนญ,ชดแรงภายในวัน,10,1000,2/8/2025,9,,
1672,68LML0006,68LML0006,ENCO - ปตท.สนญ,ชดแรงภายในวัน,10,1000,2/9/2025,9,,
1673,68LML0006,68LML0006,ENCO - ปตท.สนญ,ชดแรงภายในวัน,10,1000,2/10/2025,9,,
1674,68LML0006,68LML0006,ENCO - ปตท.สนญ,ชดแรงภายในวัน,10,1000,2/11/2025,9,,
1675,68LML0006,68LML0006,ENCO - ปตท.สนญ,ชดแรงภายในวัน,10,1000,2/12/2025,9,,
1676,68LML0006,68LML0006,ENCO - ปตท.สนญ,ชดแรงภายในวัน,10,1000,13/2/2025,9,,
1677,68LML0006,68LML0006,ENCO - ปตท.สนญ,ชดแรงภายในวัน,10,1000,14/2/2025,9,,
1678,68LML0006,68LML0006,ENCO - ปตท.สนญ,ชดแรงภายในวัน,10,1000,15/2/2025,9,,
1679,68LML0006,68LML0006,ENCO - ปตท.สนญ,ชดแรงภายในวัน,10,1000,16/2/2025,9,,
1680,68LML0006,68LML0006,ENCO - ปตท.สนญ,ชดแรงภายในวัน,10,1000,17/2/2025,9,,
1681,68LML0006,68LML0006,ENCO - ปตท.สนญ,ชดแรงภายในวัน,10,1000,18/2/2025,9,,
1682,68LML0006,68LML0006,ENCO - ปตท.สนญ,ชดแรงภายในวัน,10,1000,19/2/2025,9,,
1683,68LML0006,68LML0006,ENCO - ปตท.สนญ,ชดแรงภายในวัน,10,1000,20/2/2025,9,,
1684,68LML0006,68LML0006,ENCO - ปตท.สนญ,ชดแรงภายในวัน,10,1000,21/2/2025,9,,
1685,68LML0006,68LML0006,ENCO - ปตท.สนญ,ชดแรงภายในวัน,10,1000,22/2/2025,9,,
1686,68LML0006,68LML0006,ENCO - ปตท.สนญ,ชดแรงภายในวัน,10,1000,23/2/2025,9,,
1687,68LML0006,68LML0006,ENCO - ปตท.สนญ,ชดแรงภายในวัน,10,1000,24/2/2025,9,,
1688,68LML0006,68LML0006,ENCO - ปตท.สนญ,ชดแรงภายในวัน,10,1000,25/2/2025,9,,
1689,68LML0006,68LML0006,ENCO - ปตท.สนญ,ชดแรงภายในวัน,10,1000,26/2/2025,9,,
1690,68LML0006,68LML0006,ENCO - ปตท.สนญ,ชดแรงภายในวัน,10,1000,27/2/2025,9,,
1691,68LML0006,68LML0006,ENCO - ปตท.สนญ,ชดแรงภายในวัน,10,1000,28/2/2025,9,,
1692,67LML0013,67LML0013,Siamkubota,ชดแรงภายในวัน,10,500,2/1/2025,0,,
1693,67LML0013,67LML0013,Siamkubota,ชดแรงภายในวัน,10,500,2/2/2025,0,,
1694,67LML0013,67LML0013,Siamkubota,ชดแรงภายในวัน,10,500,2/3/2025,10,,
1695,67LML0013,67LML0013,Siamkubota,ชดแรงภายในวัน,10,500,2/4/2025,10,,
1696,67LML0013,67LML0013,Siamkubota,ชดแรงภายในวัน,10,500,2/5/2025,10,,
1697,67LML0013,67LML0013,Siamkubota,ชดแรงภายในวัน,10,500,2/6/2025,10,,
1698,67LML0013,67LML0013,Siamkubota,ชดแรงภายในวัน,10,500,2/7/2025,10,,
1699,67LML0013,67LML0013,Siamkubota,ชดแรงภายในวัน,10,500,2/8/2025,0,,
1700,67LML0013,67LML0013,Siamkubota,ชดแรงภายในวัน,10,500,2/9/2025,0,,
1701,67LML0013,67LML0013,Siamkubota,ชดแรงภายในวัน,10,500,2/10/2025,10,,
1702,67LML0013,67LML0013,Siamkubota,ชดแรงภายในวัน,10,500,2/11/2025,10,,
1703,67LML0013,67LML0013,Siamkubota,ชดแรงภายในวัน,10,500,2/12/2025,0,,
1704,67LML0013,67LML0013,Siamkubota,ชดแรงภายในวัน,10,500,13/2/2025,10,,
1705,67LML0013,67LML0013,Siamkubota,ชดแรงภายในวัน,10,500,14/2/2025,10,,
1706,67LML0013,67LML0013,Siamkubota,ชดแรงภายในวัน,10,500,15/2/2025,0,,
1707,67LML0013,67LML0013,Siamkubota,ชดแรงภายในวัน,10,500,16/2/2025,0,,
1708,67LML0013,67LML0013,Siamkubota,ชดแรงภายในวัน,10,500,17/2/2025,10,,
1709,67LML0013,67LML0013,Siamkubota,ชดแรงภายในวัน,10,500,18/2/2025,10,,
1710,67LML0013,67LML0013,Siamkubota,ชดแรงภายในวัน,10,500,19/2/2025,10,,
1711,67LML0013,67LML0013,Siamkubota,ชดแรงภายในวัน,10,500,20/2/2025,10,,
1712,67LML0013,67LML0013,Siamkubota,ชดแรงภายในวัน,10,500,21/2/2025,10,,
1713,67LML0013,67LML0013,Siamkubota,ชดแรงภายในวัน,10,500,22/2/2025,0,,
1714,67LML0013,67LML0013,Siamkubota,ชดแรงภายในวัน,10,500,23/2/2025,0,,
1715,67LML0013,67LML0013,Siamkubota,ชดแรงภายในวัน,10,500,24/2/2025,10,,
1716,67LML0013,67LML0013,Siamkubota,ชดแรงภายในวัน,10,500,25/2/2025,10,,
1717,67LML0013,67LML0013,Siamkubota,ชดแรงภายในวัน,10,500,26/2/2025,10,,
1718,67LML0013,67LML0013,Siamkubota,ชดแรงภายในวัน,10,500,27/2/2025,10,,
1719,67LML0013,67LML0013,Siamkubota,ชดแรงภายในวัน,10,500,28/2/2025,10,,
1720,67LML0012,67LML0012,เรนวููด - บ้านบนเกาะ (ส.อา.นขฤ. = 15 คน),ชดแรงภายในวัน,30,500,2/1/2025,15,,
1721,67LML0012,67LML0012,เรนวููด - บ้านบนเกาะ (ส.อา.นขฤ. = 15 คน),ชดแรงภายในวัน,30,500,2/2/2025,15,,
1722,67LML0012,67LML0012,เรนวููด - บ้านบนเกาะ (ส.อา.นขฤ. = 15 คน),ชดแรงภายในวัน,30,500,2/3/2025,30,,
1723,67LML0012,67LML0012,เรนวููด - บ้านบนเกาะ (ส.อา.นขฤ. = 15 คน),ชดแรงภายในวัน,30,500,2/4/2025,30,,
1724,67LML0012,67LML0012,เรนวููด - บ้านบนเกาะ (ส.อา.นขฤ. = 15 คน),ชดแรงภายในวัน,30,500,2/5/2025,30,,
1725,67LML0012,67LML0012,เรนวููด - บ้านบนเกาะ (ส.อา.นขฤ. = 15 คน),ชดแรงภายในวัน,30,500,2/6/2025,30,,
1726,67LML0012,67LML0012,เรนวููด - บ้านบนเกาะ (ส.อา.นขฤ. = 15 คน),ชดแรงภายในวัน,30,500,2/7/2025,30,,
